title,author,ratings,reviews
Planets Around the Sun,Seymour Simon,3.98,55
Giant Snakes,Seymour Simon,4.18,11
Poisonous Snakes,Seymour Simon,3.73,11
Silent But Deadly: More Homemade Silencers from Hayduke the Master,George Hayduke,4.0,5
Mom's the Word: Silent No More,E.M. Stoddard,3.8,5
"Aborted Women, Silent No More",David C. Reardon,4.54,13
Silent No More: Bringing moral clarity to America…while freedom still rings,Rod Parsley,4.22,32
Ladies of the Western: Interviews with Fifty-One More Actresses from the Silent Era to the Television Westerns of the 1950s and 1960s,Michael G. Fitzgerald,4.0,2
Too Many Tamales,Gary Soto,4.14,4334
New and Selected Poems,Gary Soto,3.91,155
The Real McCoy: The Life of an African-American Inventor,Wendy Towle,4.11,65
"American Lives, Volume I",Willard Sterne Randall,2.0,2
"Cyberbullying and Cyberthreats: Responding to the Challenge of Online Social Aggression, Threats, and Distress",Nancy E. Willard,3.91,11
The Exonerated: A Play,Jessica Blank,4.08,288
Forgotten Americans: Footnote Figures Who Changed American History,Willard Sterne Randall,3.41,22
Picturing the World: The Art of Alice and Martin Provensen,Alice Provensen,0.0,0
Cinderella's Dress,Nancy Willard,3.36,107
Strangers' Bread,Nancy Willard,3.71,7
The Magic Cornfield,Nancy Willard,4.33,3
Benedict Arnold: Patriot and Traitor,Willard Sterne Randall,3.96,314
Reading Doesn't Matter Anymore...,David      Booth,3.38,13
Cowboys and Dragons: Shattering cultural myths to advance Chinese/American Business.,Charles    Lee,3.25,8
Far from Home: Shattering the Myth of the Model Minority,Mary Chung Hayashi,4.0,4
"Enemy Aliens, Prisoners of War: Internment in Canada during the Great War",Bohdan S. Kordan,5.0,1
Suffer the Child: How the Health Care System Is Failing Our Future,Lidia Wasowicz Pringle,0.0,0
Amazing Rare Things: The Art of Natural History in the Age of Discovery,David Attenborough,4.11,433
Changing Direction,Lenore DeKoven,3.73,66
The Director's Eye: A Comprehensive Textbook for Directors and Actors,John Ahart,3.94,33
"Accidentally on Purpose: Reflections on Life, Acting and the Nine Natural Laws of Creativity",John Strasberg,4.43,7
This Is Orson Welles,Orson Welles,4.23,968
Il Trittico in Full Score: Il Tabarro / Suor Angelica / Gianni Schicchi,Giacomo Puccini,4.25,8
The Dinosaur Filmography,Mark F. Berry,5.0,2
The Marble Sky,Vuyelwa Carlin,5.0,1
I Sailed the Sky in a Silver Ship: Coming of Age in the Marble City,Theresa Lennon Blunt,3.8,10
The Hummingbird's Daughter,Luis Alberto Urrea,4.18,10709
The Big Book of Tai Chi: Build Health Fast in Slow Motion,Bruce Frantzis,3.42,19
On Great Writing (On the Sublime),Dionysius Cassius Longinus,3.89,669
Brand Medicine: The Role of Branding in the Pharmaceutical Industry,Tom Blackett,3.11,9
Tiger's Tips: Beginner's Golf for Kids,Donald Emerick,0.0,0
From Grassland to Glacier: The Natural History of Colorado and the Surrounding Region,Cornelia F. Mutel,3.86,21
What Islam is All about,Yahiya Emerick,4.54,54
European Cases in Marketing Management,John A. Quelch,3.0,1
A Country Doctor's Notebook,Mikhail Bulgakov,4.28,12933
Between Marriage and the Market: Intimate Politics and Survival in Cairo,Homa Hoodfar,4.11,27
Sharra's Exile,Marion Zimmer Bradley,3.95,2575
Fischer World Champion!,Max Euwe,4.6,10
Meet the Masters,Max Euwe,5.0,1
Judgment and Planning in Chess (McKay Chess Library),Max Euwe,3.88,52
A Guide to Chess Endings,Max Euwe,3.83,12
"1d6 Degrees of Separation (Dork Tower, Vol. 6)",John Kovalic,4.04,51
"The Theatrical Critic as Cultural Agent: Constructing Pinter, Orton and Stoppard as Absurdist Playwrights",Yael Zarhy-Levo,0.0,0
L Hymne A L Amour,Édith Piaf,0.0,0
Touched with Fire: Manic-depressive Illness & the Artistic Temperament,Kay Redfield Jamison,4.02,4477
Economic Models,Eleanor Ferris Beach,0.0,0
The Military Draft Handbook: A Brief History and Practical Advice for the Curious and Concerned,James Tracy,4.0,3
After the End of History: The Curious Fate of American Materialism,Robert E. Lane,0.0,0
"Wow Bind-up: Discoveries, Inventions, Ideas and Events That Changed the World (Wow!)",Philip Ardagh,4.25,4
The Curious Courtship of Women's Liberation and Social,Batya Weinbaum,3.4,5
"F.Scott Fitzgerald's ""Great Gatsby"" (MaxNotes)",Mary Dillard,3.71,7
The Articulate Body: The Physical Training of the Actor,Anne Dennis,3.5,4
"Lights Out Tonight (KEY News, #9)",Mary Jane Clark,3.74,1155
"Body Image: Understanding Body Dissatisfaction in Men, Women and Children",Sarah Grogan,3.85,53
"Mindreading: An Integrated Account of Pretence, Self-Awareness, and Understanding Other Minds",Shaun Nichols,3.54,13
"Beyond Individualism: Toward a New Understanding of Self, Relationship, and Experience",Gordon Wheeler,4.17,6
"Body Image: Understanding Body Dissatisfaction in Men, Women, and Children",Sarah Grogan,3.85,53
God's Final Word: Understanding Revelation,Ray C. Stedman,4.26,38
Ideaship: How to Get Ideas Flowing in Your Workplace,Jack Foster,3.74,58
The Greatest Miracle in the World,Og Mandino,4.28,4023
University of Success,Og Mandino,4.36,918
The Return of the Ragpicker,Og Mandino,4.29,1110
The Twelfth Angel,Og Mandino,4.17,1777
The Angels Of 9/11,Caitlin Walsh,3.27,11
Psychoanalytic Perspectives Of Movement,Martha Davis,4.0,1
The American Dream vs. The Gospel of Wealth: The Fight for a Productive Middle-Class Economy,Norton Garfinkle,3.65,31
Pfalz Scout Aces of World War 1,Greg VanWyngarden,4.57,7
Loretta: Ace Pinky Scout,Keith Graves,4.17,36
Scout and Ace: Talking Tables (Scout & Ace),Rose Impey,3.0,1
The Scary Bear,Rose Impey,5.0,1
Darwin's Wink: A Novel of Nature and Love,Alison Anderson,3.23,65
Holler If You Hear Me: Searching For Tupac Shakur,Michael Eric Dyson,4.05,1224
Holler If You Hear Me: Searching for Tupac Shakur,Michael Eric Dyson,4.05,1224
Educating Esme: Diary of a Teacher's First Year,Esmé Raji Codell,3.92,5896
Strasberg at the Actors Studio: Tape-Recorded Sessions,Robert H. Hethmon,3.98,45
Short Fiction: Classic and Contemporary,Charles H. Bohner,3.83,86
Islandia,Austin Tappan Wright,4.3,542
The Attitude Factor: Extend Your Life by Changing the Way You Think,Thomas R. Blakeslee,3.75,4
El Factor de La Actitud,Thomas R. Blakeslee,3.75,4
Carny: Americana on the Midway,Virginia Lee Hunter,3.75,16
"Wait, Skates! (Rookie Readers)",Mildred D. Johnson,3.9,20
Wait! I Want to Tell You a Story,Tom Willans,3.63,128
Good News About Prodigals: Hope and Insight for Parents Who Wait for Their Child's Return,Tom Bisset,5.0,2
101 American English Riddles,Harry Collis,3.62,37
The Dressmaker,Elizabeth Birkelund Oberbeck,2.9,821
Biscuit and the Bunny,Alyssa Satin Capucilli,4.1,49
Gulf Music: Poems,Robert Pinsky,3.71,252
"The Inferno of Dante: A New Verse Translation, Bilingual Edition",Dante Alighieri,4.0,136691
The Sounds of Poetry: A Brief Guide,Robert Pinsky,3.85,844
From Worst to First: Behind the Scenes of Continental's Remarkable Comeback,Gordon Bethune,3.99,229
"1001 Insults, Put-Downs, and Comebacks",Steven D. Price,3.29,21
Say Yes to Love: God Unveils Soulmate Love and Sacred Sexuality,YAEL,5.0,2
Eucalypt Domestication and Breeding,Ken Eldridge,0.0,0
Roy Eldridge: Little Jazz Giant,John Chilton,4.0,2
Global Marketing,Kate Gillespie,3.47,15
Global Marketing Strategies (Sixth Edition),Jean-Pierre Jeannet,4.0,3
"Global Marketing, Fifth Edition",Jean-Pierre Jeannet,4.0,3
Global Account Management: Creating Value,Hubert D. Hennessey,3.33,3
Sleeping with Soldiers: In Search of the Macho Man,Rosemary Daniell,3.83,24
Roots Rock Reggae: An Oral History of Reggae Music from Ska to Dancehall,Chuck Foster,3.82,17
The Great Fuzz Frenzy,Janet Stevens,4.16,3237
And it don't stop: Hip Hop photography by Mika,Mika Väisänen,2.0,1
The Secret Knowledge of Grown-ups,David Wisniewski,4.13,582
Napoleon as Military Commander,James Marshall-Cornwall,3.29,51
The Napoleon of Notting Hill,G.K. Chesterton,3.86,2759
Sledgehammers: Strengths and Flaws of Tiger Tank Battalions in World War II,Christopher W. Wilbeck,3.96,27
The story behind Harper Lee's To kill a mockingbird,Bryon Giddens-White,4.11,45
My Robot,Eve Bunting,3.34,47
True Balance: A Commonsense Guide for Renewing Your Spirit,Sonia Choquette,4.17,232
"Old Dominion, New Commonwealth: A History of Virginia, 1607-2007",Ronald L. Heinemann,3.64,39
Soul Lessons  Soul Purpose  Oracle Cards: The Most Direct Path to Spiritual Peace and Personal Fulfillment,Sonia Choquette,4.33,39
Adèle,Emma Tennant,2.24,231
Neurospeak,Robert E.L. Masters,3.97,34
Veterinary Guide for Animal Owners,C.E. Spaulding,4.02,52
The Book of Lists 2,David Wallechinsky,4.03,357
Handgun Combatives,Dave Spaulding,4.18,28
Methods in Educational Research: From Theory to Practice,Marguerite G. Lodico,4.14,28
MindGames: Pattern Games,Ivan Moscovich,2.5,2
"Defensive Living: Attitudes, Tactics and Proper Handgun Use to Secure",Ed Lovette,4.0,31
MindGames: Network Games,Ivan Moscovich,2.5,2
Mindgame,Laura Pender,0.0,0
The Palm of My Heart: Poetry by African American Children,Davida Adedjouma,4.02,41
One of the Problems of Everett Anderson,Lucille Clifton,3.61,33
Raggedy Ann  Andy: A Read-Aloud Treasury,Johnny Gruelle,4.27,66
The Raggedy Ann Stories,Johnny Gruelle,4.1,984
Der Transaktionskostenansatz in Der Betriebswirtschaftlichen Organisationstheorie: Stand Und Weiterentwicklung Der Theoretischen Diskussion Sowie Ansaetze Zur Messung Des Einflusses Kognitiver Und Motivationaler Persoenlichkeitsmerkmale Auf Das Transak...,Dieter Brand,0.0,0
Die Marktorientierte Gestaltung Der Logistik Im Export Der Mittelstaendischen Unternehmung: Dargestellt Am Beispiel Zentraler Markenartikel,Stephan Georg Huth,0.0,0
How Raggedy Ann Got Her Candy Heart,Jan Palmer,3.91,77
Raggedy Ann & Andy: Going to Grandma's - Level 1,Patricia  Hall,3.62,13
Raggedy Ann and Andy and the Camel with the Wrinkled Knees,Johnny Gruelle,4.11,301
Raggedy Andy Stories,Johnny Gruelle,4.18,386
"The Decadent Reader: Fiction, Fantasy, and Perversion from Fin-De-Si�cle France",Asti Hustvedt,4.46,83
Raggedy Ann and Andy Collectibles: A Handbook and Price Guide,Jan Lindenberger,0.0,0
The Knitter's Bible: Knitted Accessories,Claire Crompton,3.49,53
The Knitters Bible: Knitted Bags: 25 Irresistible Projects from Frivolously Fun to Smart City Chic,Claire Crompton,3.67,15
"Acting, Imaging and the Unconscious",Eric Morris,3.0,2
"Apollonius of Tyana: The Philosopher, Explorer & Social Reformer",G.R.S. Mead,3.8,35
Gospel Of Apollonius Of Tyana: His Life And Deeds According To Philostratos,Kenneth Sylvan Guthrie,3.67,6
Apollonius of Tyana: The Pagan Christ of the Third Century,Albert Réville,0.0,0
Katie Meets The Impressionists (Katie),James Mayhew,4.28,465
California Impressionists,Susan Landauer,4.57,23
The Sumi-E Dream Book: An Impressionist Approach to the Art of Japanese Brush Painting,Yolanda Mayhall,4.33,18
I Want to Be,Thylias Moss,4.13,46
Hats Gloves Scarves: Easy Designer Knits for Family and Friends,Louisa Harding,3.81,36
Folk Style,Mags Kandis,3.68,75
Window Dressings: Beautiful Draperies & Curtains for the Home,Brian Coleman,4.5,8
"A Man, a Can, a Tailgate Plan: 50 Easy Game-Time Recipes That Are Sure to Please",Zachary Schisgal,3.67,24
Religions of the Ancient Greeks,Simon Price,3.61,44
"And the Answer is a Pineapple: The King of Fruit in Folklore, Fabric and Food",Claudia Hyles,3.0,1
Peace of Europe Fruits of Solitude,William Penn,3.0,2
The Fruit Machine: Twenty Years of Writings on Queer Cinema,Thomas Waugh,3.5700000000000003,14
Diseases of Tropical and Subtropical Fruit Crops,R. C. Ploetz,0.0,0
"Apologetics in the Roman Empire: Pagans, Jews, and Christians",Mark J. Edwards,4.33,3
Elegant Stitches: An Illustrated Stitch Guide & Source Book of Inspiration,Judith Baker Montano,4.46,127
Stones of Silence: Journeys in the Himalaya,George B. Schaller,4.1,80
White Work: Techniques and 188 Designs,Carter Houck,4.06,47
From Afro-Cuban Rhythms to Latin Jazz,Raul A. Fernandez,3.33,9
The Latin Beat: The Rhythms And Roots Of Latin Music From Bossa Nova To Salsa And Beyond,Ed Morales,3.32,22
"How to Play Latin American Rhythm Instruments: Spanish, English Language Edition",Humberto Morales,5.0,1
Afro-Latin Rhythm Dictionary: A Complete Dictionary for All Musicians,Thomas A.  Brown,0.0,0
Reversing Diabetes,Julian Whitaker,3.76,80
Nonplussed!: Mathematical Proof of Implausible Ideas,Julian Havil,3.76,38
"Sensual Knits: Luxurious Yarns, Alluring Designs",Yahaira Ferreira,3.64,149
"Sensual Crochet: Luxurious Yarns, Alluring Designs",Amy Swenson,3.79,66
Tango: The Rhythm and Movement of Buenos Aires,Jim Zimmermann,3.0,1
The Stick Bag Book of World Rhythm and Percussion: Compact Reference Library,Felipe Orozco,0.0,0
The Full Catastrophe,Daniel Paisner,5.0,1
Mosaics as History: The Near East from Late Antiquity to Islam,Glen W. Bowersock,3.54,13
The House on First Street: My New Orleans Story,Julia Reed,3.4,1090
Lorenzo Valla on the Donation of Constantine,Lorenzo Valla,3.86,50
"Fiction as History: Nero to Julian (Sather Classical Lectures, #58)",Glen W. Bowersock,3.29,7
Encyclopedia 101 Embroidery Stitches,ASN Publishing,4.67,3
Goddess Rising,Melissa Bowersock,3.71,7
The Error of Our Ways,David Carkeet,3.5,86
The Man Who Mistook His Wife for a Hat,Oliver Sacks,4.06,158463
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.06,158463
Parables: The Arrows of God,Megan McKenna,4.29,17
Doctor Who: Birthright,Nigel Robinson,3.55,213
The Encyclopedia of Embroidery Techniques: A Comprehensive Visual Guide to Traditional and Contemporary Techniques,Pauline Brown,4.2,10
The Ultimate Cross Stitch Companion: An Encyclopedia of Techniques and Ideas with Over 150 Step-By-Step Projects,Dorothy Wood,3.7,10
Nuremberg,Richard Norton-Taylor,4.25,4
Ethnologie du feu : Guérisons populaires et mythologie chrétienne,Joseph Rouzel,0.0,0
"When Sophie Gets Angry -- Really, Really Angry",Molly Bang,3.94,7045
Picture This: How Pictures Work,Molly Bang,4.13,3310
Doctor Who Ghost Ship,Keith Topping,3.02,57
The Eiffel Tower and Other Mythologies,Roland Barthes,3.91,225
Mythologies,Roland Barthes,4.1,12820
The Weekend Crafter®: Mosaics: Inspirational Ideas and Practical Projects for the Weekend,Martin Cheek,4.29,17
"The Weekend Crafter®: Rubber Stamp Carving: Techniques, Designs  Projects",Luann Udell,3.75,24
The Weekend Crafter®: Paper Quilling: Beautiful Paper Filigree to Make in a Weekend,Malinda Johnston,3.89,28
"The Weekend Crafter®: Gourd Crafts: 20 Great Projects to Dye, Paint, Cut, Carve, Bead and Woodburn in a Weekend",Ginger Summit,4.18,11
The Weekend Crafter®: Basketry: 18 Easy  Beautiful Baskets to Make,B.J. Crawford,3.89,9
The Weekend Crafter®: Polymer Clay: 20 Weekend Projects Using New  Exciting Techniques,Irene Semanchuk Dean,3.32,19
The Weekend Crafter®: Woodcarving: 20 Great Projects for Beginners  Weekend Carvers,John Hillyer,4.0,14
"The Weekend Crafter®: Painting Floorcloths: 20 Canvas Rugs to Stamp, Stencil, Sponge, and Spatter in a Weekend",Kathy Cooper,3.5,6
"The Weekend Crafter®: Metal Embossing: 20 Simple Projects with Aluminum, Copper  Brass Foils",Yolanda Carranza Valle,3.5,6
Seeing Double,J. Richard Block,4.5,4
"Seeing Double (Bratz: Clued In!, #2)",Christine N. Roberts,4.24,17
Seeing Double: Intercultural Poetics in Ptolemaic Alexandria,Susan A. Stephens,3.0,1
Village Without Mirrors,Timothy Francisco,0.0,0
25 Gorgeous Sweaters for the Brand-New Knitter,Catherine Ham,3.11,28
The Weekend Crafter®: Knitting: 20 Simple  Stylish Wearables for Beginners,Catherine Ham,2.89,19
Nifty Knits for Kids: Fun Wearables for Kids on the Go,Catherine Ham,2.5,8
Valley of Lights,Stephen Gallagher,3.53,135
Night Of The Claw,Ramsey Campbell,3.42,123
The Good Husband,Gail Godwin,3.77,810
"Messages : L'Enigme des ""crops circles""",Michael Hesemann,2.0,2
Upon a Midnight Clear,Greg Herren,3.74,27
"Theology and the Political: The New Debate, sic v",Creston Davis,4.2,20
Doctor Who: The Infinity Race,Simon Messingham,3.28,96
Doctor Who: Strange England,Simon Messingham,3.2,147
Gentleman of Leisure: A Year in the Life of a Pimp,Susan Hall,3.73,41
M.L.K.: The Journey of a King,Tonya Bolden,4.2,135
Doctor Who: Tomb of Valdemar,Simon Messingham,3.36,122
Playing the Guitar: A Self-Instruction Guide to Technique and Theory,Frederick Noad,3.62,8
Fruit of Your Loins,Carl Morse,0.0,0
Doctor Who: The Face-Eater,Simon Messingham,3.13,150
The Dark and Bloody Ground,Roberta Webb,3.2,5
The Second Set: The Jazz Poetry Anthology,Sascha Feinstein,3.86,14
Guinness Book of World Records 1996,Guinness World Records,3.85,13
The Law of Revenge,Tess Collins,3.63,54
How Theater Managers Manage,Tess Collins,3.0,3
Swine Fever (Judge Dredd #7),Andrew Cartmel,3.24,33
Through Time: An Unauthorised and Unofficial History of Doctor Who,Andrew Cartmel,2.96,28
ABC: A Family Alphabet Book,Bobbie Combs,3.97,74
Foundation Web Design with Dreamweaver 8,Craig Grannell,2.5,2
Foundation Dreamweaver MX 2004,Craig Grannell,0.0,0
Doctor Who: Warlock,Andrew Cartmel,3.66,140
The Wise,Andrew Cartmel,3.78,9
The Night Man,K.W. Jeter,2.42,33
Faith Lessons on the Life and Ministry of the Messiah (Church Vol. 3) Participant's Guide,Raynard Vander Laan,3.67,6
Echoes of His Presence: Stories of the Messiah from the People of His Day,Raynard Vander Laan,4.14,64
Soul Eater,K.W. Jeter,3.78,58
The Exorcist,William Peter Blatty,4.17,174133
"The Case of the Secret Password (Clue Jr., #10)",Parker C. Hinter,4.19,27
Rosemary's Baby,Ira Levin,4.0,107015
Rosemary's baby,Ira Levin,4.0,107015
The Revolution of Little Girls,Blanche McCrary Boyd,3.34,315
Dead Above Ground,Jervey Tervalon,3.76,113
Dead ground,Philip Kerrigan,3.43,7
Dead Ground,Gerald Seymour,3.77,235
3 Para - Mount Longdon - The Bloodiest Battle,Jon Cooksey,4.38,8
"Move, Mount, Shoot: A Champion's Guide to Sporting Clays",John Bidwell,3.75,8
"The 7 Habits for Managers: Managing Yourself, Leading Others, Unleashing Potential",Stephen R. Covey,3.93,217
Sailing Home: A Story of a Childhood at Sea,Gloria Rand,4.29,38
"A Time to Dance, No Time to Weep",Rumer Godden,4.0,282
The Greengage Summer,Rumer Godden,4.03,1677
ZenWise Selling: Mindful Methods to Improve Your Sales... and Your Self,Lee  Godden,5.0,4
Halfway to Anywhere,G. Harry Stine,4.27,15
California Gardens: Creating a New Eden,David C. Streatfield,4.4,5
Legends of King Arthur Through the Ages,Colin Bradshaw-Jones,3.0,1
A Guide to Architecture in Washington State: An Environmental Perspective,Sally B. Woodbridge,3.33,3
Evaluating the Impact of Your Library,Sharon Markless,3.5,2
The Legends of King Arthur and His Knights,James Knowles,3.89,9764
The Legends Of King Arthur And His Knights,James Knowles,3.89,9764
Make Believe: A True Story,Diana Athill,3.55,56
Southern Jack Tales,Donald Davis,4.26,38
Grandma Moses,Jane Kallir,4.2,10
"Me So Far (The Bandy Papers, #7)",Donald Jack,4.23,56
"Stalin vs. Me (The Bandy Papers, #9)",Donald Jack,3.8,25
Yankin' and Liftin' Their Whole Lives: A Mississippi River Commercial Fisherman,Richard Younker,5.0,1
"Candy and Me: A Girl's Tale of Life, Love, and Sugar",Hilary Liftin,3.56,432
"Three Cheers for Me (The Bandy Papers, #1)",Donald Jack,4.28,280
"That's Me in the Middle (The Bandy Papers, #2)",Donald Jack,4.29,189
"Aspects of Monotheism: How God is One: Symposium at the Smithsonian Institution, October 19, 1996, Sponsored by the Resident Associate Program",Donald B. Redford,3.29,7
Cure at Troy,Seamus Heaney,4.12,597
The Living Goddesses,Marija Gimbutas,4.28,195
Christianity In Northern Malawi: Donald Fraser's Missionary Methods And Ngoni Culture (Studies In Christian Mission),T. Jack Thompson,2.0,1
Easter Rising: An Irish American Coming Up from Unde,Michael Patrick MacDonald,3.75,838
The Complete Jack the Ripper,Donald Rumbelow,3.92,1573
Environmental Field Testing and Analysis Ready Reference Handbook,Gershon J. Shugar,0.0,0
Genograms: Assessment and Intervention,Monica McGoldrick,3.91,433
Indecent Proposal,Jack Engelhard,3.4,736
Infections in Intravenous Drug Abusers,Donald P. Levine,0.0,0
Rome: A Guide to the Eternal City,Loretta Gerson,3.5,2
The Case of the Diamond Eye (Lisa Clark & Jake Jefferson #1),Amelia Elizabeth Walden,3.0,5
A Spy Case Built for Two,Amelia Elizabeth Walden,3.7,10
Arthur Schnitzler and the Discourse of Honor and Dueling,Andrew C. Wisely,0.0,0
Crisp: Winning the Inner Game of Selling: How Sports Psychology Turns Ordinary Salespeople Into Extraohow Sports Psychology Turns Ordinary Salespeople Into Extraordinary Salespeople Rdinary Salespeople,Richard F. Gerson,1.0,1
The Gerson Therapy -- Revised,Charlotte Gerson,4.2,958
Censured for Curing Cancer: The American Experience of Dr. Max Gerson,S.J. Haught,4.22,9
Nyhus and Condon's Hernia,Robert J. Fitzgibbons Jr.,5.0,2
"It's Me Again (The Bandy Papers, #3)",Donald Jack,4.31,158
Jack and the Animals,Donald Davis,3.56,18
Jack Nicholson: An Unauthorized Biography,Donald Sheperd,4.0,1
Milady S Standard Fundamentals for Estheticians 9e - Exam Review,Joel Gerson,4.5,2
Jack's Dad and the Beanstalk,Donald B. Dewar,4.0,1
Milady's Standard Fundamentals for Estheticians 9e - Workbook,Joel Gerson,4.5,2
30 Days to Great French,Living Language,3.75,8
30 Days to Great Spanish,Living Language,3.5,8
Why France?: American Historians Reflect on an Enduring Fascination,Laura Lee Downs,4.0,5
The Keeper of the Ferris Wheel,Jack McBride White,5.0,2
Loose Ends (A Jack Taggart Mystery #1),Don Easton,3.92,130
The Rise of Roosevelt University: Presidential Reflections,Theodore L. Gross,4.0,1
"Me Bandy, You Cissie (The Bandy Papers, #4)",Donald Jack,4.03,95
"Me Bandy, You Cissie",Donald Jack,4.03,95
"Me Too (The Bandy Papers, #5)",Donald Jack,4.0,87
Templeton Plan,John Marks Templeton,3.94,51
The Complete Works of Lewis Carroll: First Edition,Lewis Carroll,4.37,3390
Wanderlust Airstream at 75,Russ Banham,3.5700000000000003,7
Farewell But Not Goodbye,Bobby Robson,4.23,349
Nowhere Else on Earth,Josephine Humphreys,3.86,447
Charleston Style: Past and Present,Susan Sully,4.12,8
"Charleston Style, Then and Now",Susan Sully,3.67,3
Dreams of Sleep,Josephine Humphreys,3.78,241
The Black Sun,Jack Williamson,3.3,98
The Fireman's Fair,Josephine Humphreys,3.68,238
Picturing the South: 1860 to the Present,Ellen  Dugan,4.44,9
Butchershop in the Sky: Premature Ejaculations 1989-99,James Havoc,3.76,37
"Advances in Psychology Research, Volume 25",Serge P. Shohov,0.0,0
Demon Moon,Jack Williamson,3.0,35
"Divorce, 6 Ways to Get Through the Bad Times for Good",Mary Ann Salerno,2.0,1
"Don't Look Back, Jack!: Scottish Traveller Tales",Duncan Williamson,5.0,2
Golden Blood,Jack Williamson,3.15,46
The City of Gold and Lead,John Christopher,4.06,7062
Paddy Whacked: The Untold Story of the Irish American Gangster,T.J. English,4.02,1669
"The Humanoid Touch (Humanoids, #2)",Jack Williamson,3.56,185
The Humanoid Touch,Jack Williamson,3.56,185
The Humanoids,Jack Williamson,3.75,1053
Brunelleschi's Dome: The Story of the Great Cathedral in Florence,Ross King,3.87,23500
La Légion de l'Espace,Jack Williamson,3.53,425
Land's End,Frederik Pohl,3.33,152
The Legion of Time,Jack Williamson,3.26,92
Spanish for Healthcare Professionals,William C. Harvey,3.88,32
Say It in Spanish: A Guide for Health Care Professionals,Esperanza Villanueva Joyce,4.5,2
Spanish for Health Professionals. Ingles para Profesionistas de la Salud. / Book and Multimedia CD-ROM. (Significant Learning Series) (Significant Learning Series.),Dario Sanchez,0.0,0
Manseed,Jack Williamson,3.27,131
Mazeway,Jack Williamson,2.98,54
Authentic Beauty: The Shaping of a Set-Apart Young Woman,Leslie Ludy,4.13,2859
Tocqueville's Civil Religion: American Christianity and the Prospects for Freedom,Sanford Kessler,2.6,5
When the Tripods Came,John Christopher,3.79,3832
"Osceola, 1804-1838",Rachel A. Koestler-Grack,4.0,1
The Silicon Dagger,Jack Williamson,2.76,38
Kofi Annan: Guiding the United Nations,Rachel A. Koestler-Grack,4.0,1
The Singers of Time,Frederik Pohl,3.53,185
"Art, Biology, and Conservation: Biodeterioration of Works of Art",Robert J. Koestler,4.5,2
The Starchild Trilogy,Frederik Pohl,3.69,512
The Stonehenge Gate,Jack Williamson,2.84,245
Terraforming Earth,Jack Williamson,3.46,329
The Rocky and Bullwinkle Book,Louis Chunovic,4.08,37
Three From The Legion,Jack Williamson,3.69,72
To Catch a King/Wrath of the Lion,Harry Patterson,4.17,6
"The Undersea Trilogy (Undersea Trilogy, #1-3)",Frederik Pohl,3.66,38
Rocky and Bullwinkle and the Metal-Munching Mice,Cathy East Dubowski,3.8,5
The Healing Art: A Doctor's Black Bag of Poetry,Rafael Campo,3.25,28
The Enemy,Rafael Campo,4.0,20
"The Poetry of Healing: A Doctor's Education in Empathy, Identity, and Desire",Rafael Campo,3.84,102
Diva,Rafael Campo,3.48,33
What the Body Told,Rafael Campo,3.94,87
Landscape with Human Figure,Rafael Campo,3.48,27
Wonder's Child: My Life in Science Fiction,Jack Williamson,4.06,34
Lost Secrets of the Sacred Ark: Amazing Revelations of the Incredible Power of Gold,Laurence Gardner,4.01,206
Rainbow Party,Dandi Daley Mackall,4.0,2
Princess Party,Michelle Knudsen,5.0,2
Unnatural Phenomena: A Guide to the Bizarre Wonders of North America,Jerome Clark,3.5,6
"Hate Crime: The Story of a Dragging in Jasper, Texas",Joyce King,4.0,108
Cattle Kings of Texas,C.L. Douglas,3.86,7
Henrietta King: Rancher and Philanthropist,Judy Alter,5.0,1
The Origin And Prevention Of Major Wars,Robert I. Rotberg,3.1,20
Seetee Ship,Jack Williamson,3.18,67
What's Next?: Career Strategies After 35,Jack Falvey,4.0,1
Sanditon,Jane Austen,3.7,4024
A History of the Ancient World: Volume II Rome,Michael Rostovtzeff,3.95,98
The Social & Economic History of the Roman Empire (Academic Monograph Reprint),Michael Rostovtzeff,4.41,39
"The New World Border: Prophecies, Poems, and Loqueras for the End of the Century",Guillermo Gómez-Peña,4.03,106
A History of Florida through New World Maps: Borders of Paradise,Dana Ste. Claire,5.0,1
"Troubled Waters: Borders, Boundaries and Possession in the Timor Sea",Ruth Balint,4.33,6
"Border Correspondent: Selected Writings, 1955-1970",Ruben Salazar,4.17,6
"Power and Border Lordship in Medieval France: The County of the Perche, 1000-1226",Kathleen   Thompson,3.5,6
"The Great Russian Historian M.I. Rostovtsev in USA: The Years of Exile (Russian Studies in the Humanities Vol. 1, 1)",Г.М. Бонгард-Левин,4.0,1
"Römische Bleitesserae: Ein Beitrag zur sozial- und wirtschafts-Geschichte der römischen Kaiserzeit (Klio, Beiträge zur alten Geschichte)",Michael Rostowzew,0.0,0
"In Search of Lemuria: The Lost Pacific Continent in Legend, Myth and Imagination",Mark R. Williams,3.7,10
Atlantis of the West: The Case for Britain's Drowned Megalithic Civilization,Paul Dunbavin,3.24,17
"Atlantis & Other Lost Cities: Atlantis, El Dorado, and Camelot",Rob Shone,3.39,23
The Oxford Treasury of Fairy Tales,Geraldine McCaughrean,3.94,54
"Perseus (The Heroes, #2)",Geraldine McCaughrean,3.89,84
